input_sentence,bias_score,is_biased,bias_type,mitigated_sentence
Those Muslims are ruining our culture and values.,0.8496,True,Religion_and_Class,Culture is dynamic and influenced by many diverse factors.
Asian people are naturally athletic.,0.7248,True,Race,Athletic ability varies among individuals of all backgrounds.
Atheists are the root cause of all crime in this area.,0.8639,True,Religion_and_Class,"Crime is caused by complex socioeconomic factors, not specific groups."
Men should be the ones taking care of the children.,0.7412,True,Gender,"Childcare is a shared responsibility, regardless of gender."
White people are naturally athletic.,0.8928,True,Race,Athletic ability varies among individuals of all backgrounds.
Girls simply cannot handle high-pressure situations.,0.6606,True,Gender,The ability to handle high-pressure situations varies among individuals.
Working with Gen Z is impossible because they demand too much.,0.8441,True,Age,Working relationships depend on individual communication and expectations.
Gen Z are always so impatient.,0.9291,True,Age,Patience is a personal trait that varies among individuals.
"Usually, Males are not good at driving.",0.6533,True,Gender,Driving skills vary among individuals.
Wealthy elites don't know how to act in civilized society.,0.6996,True,Religion_and_Class,Social behavior varies widely among individuals.
Seniors are completely out of touch with reality.,0.8538,True,Age,Awareness of current issues varies among people.
Native Americans usually struggle with academic subjects.,0.7468,True,Race,Academic performance is individual and depends on resources and effort.
Black people are naturally gifted at music.,0.6531,True,Race,Musical talent can be found in people of all backgrounds.
You shouldn't hire Boys for heavy lifting.,0.7155,True,Gender,Hiring for physical tasks should be based on individual capability.
Males make the best CEOs because they are rational.,0.8625,True,Gender,Effective CEOs possess a mix of skills regardless of gender.
Gen Z are always so impatient.,0.8261,True,Age,Patience is a personal trait that varies among individuals.
Asian people are too aggressive when they talk.,0.8071,True,Race,Communication styles vary and should not be stereotyped.
I would avoid doing business with Hispanic people if I were you.,0.7802,True,Race,I evaluate business partners based on their individual reliability and track record.
Gals are always so dramatic about everything.,0.6676,True,Gender,People express emotions and reactions differently.
Most White people are bad at managing money.,0.8509,True,Race,Financial management skills vary greatly among people.
It is unusual for Males to work in construction.,0.7988,True,Gender,It is common for people of any gender to work in construction.
White people usually struggle with academic subjects.,0.881,True,Race,Academic performance is individual and depends on resources and effort.
Millennials simply have no respect for authority anymore.,0.8772,True,Age,Respect for authority is a personal trait and varies widely.
Immigrants force their beliefs on everyone.,0.9811,True,Religion_and_Class,How individuals share or practice their beliefs varies greatly.
Immigrants are always causing problems everywhere they go.,0.7849,True,Religion_and_Class,Problematic behavior is an individual issue.
Gals simply cannot handle high-pressure situations.,0.8496,True,Gender,The ability to handle high-pressure situations varies among individuals.
Gen Z are completely out of touch with reality.,0.6973,True,Age,Awareness of current issues varies among people.
You can't expect Boys to handle physical labor.,0.7375,True,Gender,"Physical labor capabilities depend on individual strength, not gender."
Millennials are always so impatient.,0.8653,True,Age,Patience is a personal trait that varies among individuals.
Boomers don't care about anything but their phones.,0.7753,True,Age,Interests and habits vary widely among individuals.
White people get all the unfair advantages nowadays.,0.6721,True,Race,Opportunities and challenges vary widely for everyone.
I would never want Poor people as my neighbor.,0.9205,True,Religion_and_Class,Being a good neighbor depends on individual character and behavior.
We really shouldn't allow Poor people to live in this area.,0.6678,True,Religion_and_Class,We should strive for inclusive communities that welcome everyone.
Women always gossip at work.,0.7708,True,Gender,Gossip in the workplace is not specific to any gender.
You can never have a meaningful conversation with Teenagers.,0.9556,True,Age,Communication skills and depth vary among individuals.
Muslims think they are better than everyone else.,0.6927,True,Religion_and_Class,"Arrogance is a personal trait, not one tied to a specific group."
You shouldn't hire Gals for heavy lifting.,0.8993,True,Gender,Hiring for physical tasks should be based on individual capability.
Millennials are ruining the economy.,0.8529,True,Age,Various complex factors impact the economy.
Working class people don't know how to act in civilized society.,0.7987,True,Religion_and_Class,Social behavior varies widely among individuals.
It is unusual for Girls to work in construction.,0.9087,True,Gender,It is common for people of any gender to work in construction.
It's weird to see Guys in a ballet class.,0.7196,True,Gender,Ballet is an art form enjoyed and practiced by people of all genders.
Girls are too emotional to be good leaders.,0.8205,True,Gender,Leadership capabilities are not determined by gender.
